2024-03-25 07:31:00 INFO: Item Converted | IEC/UL | EATON | Mag S/W | xtce007b10t | Country Unknown | ip None | None
2024-04-01 10:26:45 INFO: Item Not Converted | None | None | None | HGE125E | South Korea | ip None | None
2024-04-01 11:06:54 INFO: Item Not Converted | None | None | None | 061102218E | South Korea | ip None | None
2024-04-01 11:07:21 INFO: Item Not Converted | None | None | None | 061102218E | South Korea | ip None | None
2024-04-01 12:58:30 INFO: Item Not Converted | None | None | None | 061102218E | South Korea | ip None | None
2024-04-01 12:58:32 INFO: Item Not Converted | None | None | None | 963800578E | South Korea | ip None | None
2024-04-01 16:11:30 INFO: Item Not Converted | None | None | None | power transformer | Vietnam | ip None | None
2024-04-01 16:19:53 INFO: Item Not Converted | None | None | None | oil transformer | Vietnam | ip None | None
2024-04-01 16:24:18 INFO: Item Not Converted | None | None | None | 963800578E | South Korea | ip None | None
2024-04-01 17:33:40 INFO: Item Not Converted | None | None | None | DILMC25-10 | Russia | ip None | None
2024-04-01 17:34:23 INFO: Item Not Converted | None | None | None | 276379 | Russia | ip None | None
2024-04-01 19:19:11 INFO: Item Not Converted | None | None | None | 193-1EEEB | United States | ip None | None
2024-04-01 22:56:50 INFO: Item Converted | UL | Schneider Electric | MCCB | HGL36100 | United States | ip None | None
2024-04-02 01:46:11 INFO: Item Not Converted | None | None | None | ce15bn3 | United States | ip None | None
2024-04-02 05:00:24 INFO: Item Not Converted | None | None | None | LXD63B600 | El Salvador | ip None | None
2024-04-02 05:00:40 INFO: Item Not Converted | None | None | None | AB38131811 | El Salvador | ip None | None
2024-04-02 05:01:20 INFO: Item Not Converted | None | None | None | LXD63B600 | El Salvador | ip None | None
2024-04-02 05:02:33 INFO: Item Not Converted | None | None | None | LXD63B600 | El Salvador | ip None | None
2024-04-02 06:16:30 INFO: Item Not Converted | None | None | None | sadf | United States | ip None | None
2024-04-02 06:16:49 INFO: Item Not Converted | None | None | None | BF2600A400 | United States | ip None | None
2024-04-02 09:03:39 INFO: Item Not Converted | None | None | None | XGPAM | Country Unknown | ip None | None
2024-04-02 10:26:41 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | lc1d18bl | United States | ip None | None
2024-04-02 10:26:54 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | lc1d18g7 | United States | ip None | None
2024-04-02 14:01:42 INFO: Item Not Converted | None | None | None | eht | Country Unknown | ip None | None
2024-04-02 14:04:38 INFO: Item Converted | IEC | Schneider Electric | MCCB | C10F4 | Country Unknown | ip None | None
2024-04-02 14:05:15 INFO: Item Converted | IEC | Schneider Electric | MCCB | C10F4 | Country Unknown | ip None | None
2024-04-02 14:05:30 INFO: Item Converted | IEC | Schneider Electric | MCCB | C10F4 | Country Unknown | ip None | None
2024-04-02 14:05:45 INFO: Item Converted | IEC | Schneider Electric | MCCB | C10F4 | Country Unknown | ip None | None
2024-04-02 14:05:57 INFO: Item Not Converted | None | None | None | TS250H | Country Unknown | ip None | None
2024-04-02 14:06:00 INFO: Item Not Converted | None | None | None | TS250H | Country Unknown | ip None | None
2024-04-02 14:44:14 INFO: Item Not Converted | None | None | None | LC1E2510N5 | Country Unknown | ip None | None
2024-04-02 14:44:27 INFO: Item Not Converted | None | None | None | LC1E2510N5 | Country Unknown | ip None | None
2024-04-02 14:44:51 INFO: Item Converted | IEC | Schneider Electric | MCCB | LRE22 | Country Unknown | ip None | None
2024-04-02 14:45:14 INFO: Item Not Converted | None | None | None | TVS | Country Unknown | ip None | None
2024-04-02 14:46:28 INFO: Item Not Converted | None | None | None | LCE1 | Country Unknown | ip None | None
2024-04-02 14:59:49 INFO: Item Not Converted | None | None | None | LC1E2510N5 | Country Unknown | ip None | None
2024-04-02 15:00:26 INFO: Item Converted | IEC | Schneider Electric | MCCB | EZC100 | Country Unknown | ip None | None
2024-04-02 15:12:21 INFO: Item Converted | IEC/UL | ABB | Mag S/W | af09-40-00 | South Korea | ip None | None
2024-04-02 15:12:47 INFO: Item Converted | IEC/UL | ABB | Mag S/W | af09-40-00 | South Korea | ip None | None
2024-04-02 15:13:10 INFO: Item Not Converted | None | None | None | hgm | South Korea | ip None | None
2024-04-02 15:13:13 INFO: Item Converted | IEC/UL | ABB | Mag S/W | af09-40-00 | South Korea | ip None | None
2024-04-02 15:13:37 INFO: Item Not Converted | None | None | None | 3RV2011-1BA15 | South Korea | ip None | None
2024-04-02 16:49:17 INFO: Item Not Converted | None | None | None | SS-05S | South Korea | ip None | None
2024-04-02 16:49:35 INFO: Item Not Converted | None | None | None | se2-30rs | South Korea | ip None | None
2024-04-02 16:49:50 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D326M7 | South Korea | ip None | None
2024-04-02 16:50:12 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32M7 | South Korea | ip None | None
2024-04-02 17:52:47 INFO: Item Not Converted | None | None | None | L100 | South Korea | ip None | None
2024-04-02 18:18:24 INFO: Item Not Converted | None | None | None | PE-4ABQ0002P001 | South Korea | ip None | None
2024-04-02 18:18:41 INFO: Item Not Converted | None | None | None | PE-4ABQ0002P001 | South Korea | ip None | None
2024-04-02 18:18:49 INFO: Item Not Converted | None | None | None | 4ABQ0002P001 | South Korea | ip None | None
2024-04-02 18:26:24 INFO: Item Not Converted | None | None | None | FC302 | South Africa | ip None | None
2024-04-02 19:15:41 INFO: Item Converted | IEC | Schneider Electric | MCCB | LV510472 | South Korea | ip None | None
2024-04-02 19:17:18 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LAD4RCU | South Korea | ip None | None
2024-04-02 19:17:54 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LRD21 | South Korea | ip None | None
2024-04-02 19:18:29 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32F7 | South Korea | ip None | None
2024-04-02 19:22:08 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32F7 | South Korea | ip None | None
2024-04-02 19:33:44 INFO: Item Not Converted | None | None | None | td160 | South Korea | ip None | None
2024-04-02 22:13:04 INFO: Item Not Converted | None | None | None | 140M-C2E-C16 | United States | ip None | None
2024-04-02 22:13:24 INFO: Item Not Converted | None | None | None | 140m | United States | ip None | None
2024-04-02 22:13:46 INFO: Item Not Converted | None | None | None | 140m | United States | ip None | None
2024-04-02 22:13:48 INFO: Item Not Converted | None | None | None | 140M-C2E-C16 | United States | ip None | None
2024-04-03 00:34:12 INFO: Item Not Converted | None | None | None |  SPE40-3SR-40A | United States | ip None | None
2024-04-03 01:35:33 INFO: Item Not Converted | None | None | None | XT5HU340ADFF000XXX | United States | ip None | None
2024-04-03 01:36:00 INFO: Item Not Converted | None | None | None | XT5HU340AD | United States | ip None | None
2024-04-03 01:36:06 INFO: Item Not Converted | None | None | None | XT5HU | United States | ip None | None
2024-04-03 01:36:36 INFO: Item Not Converted | None | None | None | XT5HU340ADFF000XXX | United States | ip None | None
2024-04-03 04:56:29 INFO: Item Not Converted | None | None | None | qo120 | United States | ip None | None
2024-04-03 04:56:50 INFO: Item Not Converted | None | None | None | hvl | United States | ip None | None
2024-04-03 04:57:09 INFO: Item Not Converted | None | None | None | pq3603g | United States | ip None | None
2024-04-03 08:18:44 INFO: Item Not Converted | None | None | None | XGPAM | Country Unknown | ip None | None
2024-04-03 10:07:24 INFO: Item Not Converted | None | None | None | A9R15225 | Country Unknown | ip None | None
2024-04-03 10:07:58 INFO: Item Not Converted | None | None | None | A9R15225 | Country Unknown | ip None | None
2024-04-03 10:10:45 INFO: Item Not Converted | None | None | None | sv-ie5 | South Korea | ip None | None
2024-04-03 10:10:56 INFO: Item Not Converted | None | None | None | sv | South Korea | ip None | None
2024-04-03 10:11:04 INFO: Item Not Converted | None | None | None | ���̵� | South Korea | ip None | None
2024-04-03 10:11:24 INFO: Item Not Converted | None | None | None | �ι��� | South Korea | ip None | None
2024-04-03 11:23:06 INFO: Item Not Converted | None | None | None | 963800578E | Indonesia | ip None | None
2024-04-03 11:28:18 INFO: Item Not Converted | None | None | None | 1SDA073722R1 | Country Unknown | ip None | None
2024-04-03 11:32:28 INFO: Item Not Converted | None | None | None | 061111558E | South Korea | ip None | None
2024-04-03 11:48:56 INFO: Item Not Converted | None | None | None | ss | Country Unknown | ip None | None
2024-04-03 13:01:45 INFO: Item Not Converted | None | None | None | sdsf | Country Unknown | ip None | None
2024-04-03 13:09:11 INFO: Item Converted | IEC | Schneider Electric | ACB | MVS20N3MW0D | Country Unknown | ip None | None
2024-04-03 13:09:59 INFO: Item Not Converted | None | None | None | sss | Country Unknown | ip None | None
2024-04-03 13:23:51 INFO: Item Converted | UL | Schneider Electric | MCCB | HJA36100U33X | Country Unknown | ip None | None
2024-04-03 13:24:07 INFO: Item Converted | UL | Schneider Electric | MCCB | BGL36030 | Country Unknown | ip None | None
2024-04-03 13:24:17 INFO: Item Not Converted | None | None | None | ss | Country Unknown | ip None | None
2024-04-03 13:25:50 INFO: Item Converted | UL | Schneider Electric | MCB | M9F23263 | Country Unknown | ip None | None
2024-04-03 13:37:16 INFO: Item Converted | UL | Schneider Electric | ACB | NW40H1 | Country Unknown | ip None | None
2024-04-03 13:44:14 INFO: Item Not Converted | None | None | None | ss | Country Unknown | ip None | None
2024-04-03 14:58:06 INFO: Item Not Converted | None | None | None | JJL36020C | Country Unknown | ip None | None
2024-04-03 14:58:10 INFO: Item Not Converted | None | None | None | JGL36020C | Country Unknown | ip None | None
2024-04-03 14:58:15 INFO: Item Not Converted | None | None | None | JGL36100 | Country Unknown | ip None | None
2024-04-03 14:58:18 INFO: Item Converted | UL | Schneider Electric | MCCB | JGL36150- | Country Unknown | ip None | None
2024-04-03 15:25:27 INFO: Item Not Converted | None | None | None | V1000 | Country Unknown | ip None | None
2024-04-03 15:26:28 INFO: Item Not Converted | None | None | None | sg-32nc | Country Unknown | ip None | None
2024-04-03 15:26:45 INFO: Item Not Converted | None | None | None | jer-e2s | Country Unknown | ip None | None
2024-04-03 15:26:54 INFO: Item Not Converted | None | None | None | s100 | Country Unknown | ip None | None
2024-04-03 16:20:47 INFO: Item Not Converted | None | None | None | BKJ36100 | Country Unknown | ip None | None
2024-04-03 16:21:10 INFO: Item Not Converted | None | None | None | BGJ36100 | Country Unknown | ip None | None
2024-04-03 16:41:07 INFO: Item Converted | UL | Schneider Electric | MCCB | BGL36030 | Country Unknown | ip None | None
2024-04-03 16:42:49 INFO: Item Converted | UL | Schneider Electric | MCCB | BGL36030 | Country Unknown | ip None | None
2024-04-03 16:48:25 INFO: Item Converted | UL | Schneider Electric | MCCB | HJa36100U33X | Country Unknown | ip None | None
2024-04-03 16:59:29 INFO: Item Converted | IEC | Schneider Electric | MCB | A9F74350 | Country Unknown | ip None | None
2024-04-03 17:40:19 INFO: Item Not Converted | None | None | None | ts1250na | Poland | ip None | None
2024-04-03 17:41:14 INFO: Item Not Converted | None | None | None | ts1250 | Poland | ip None | None
2024-04-03 17:42:25 INFO: Item Not Converted | None | None | None | TS250N ATU 250A 3P | Poland | ip None | None
2024-04-03 17:52:25 INFO: Item Not Converted | None | None | None | 83011176201 | Poland | ip None | None
2024-04-03 19:29:41 INFO: Item Converted | UL | Schneider Electric | MCCB | BGL36030 | Country Unknown | ip None | None
2024-04-03 19:31:10 INFO: Item Converted | UL | Schneider Electric | MCCB | BGL36030 | Country Unknown | ip None | None
2024-04-03 19:38:16 INFO: Item Converted | UL | Schneider Electric | MCCB | BGL36030 | Country Unknown | ip None | None
2024-04-03 22:57:48 INFO: Item Converted | UL | ABB | MCB | s203-c20 | Spain | ip None | None
2024-04-03 22:58:23 INFO: Item Not Converted | None | None | None | A9F77163 | Spain | ip None | None
2024-04-03 22:59:10 INFO: Item Converted | IEC | Schneider Electric | MCB | A9F84420 | Spain | ip None | None
2024-04-03 22:59:43 INFO: Item Converted | IEC | Schneider Electric | MCB | A9F84420 | Spain | ip None | None
2024-04-03 23:01:35 INFO: Item Not Converted | None | None | None | PDG23M0150E3NJ | United States | ip None | None
2024-04-03 23:01:43 INFO: Item Not Converted | None | None | None | PDG23M0150E | United States | ip None | None
2024-04-03 23:01:46 INFO: Item Not Converted | None | None | None | PDG23M0150E3NJ | United States | ip None | None
2024-04-03 23:01:48 INFO: Item Not Converted | None | None | None | PDG23M0150E3NJ | United States | ip None | None
2024-04-03 23:01:49 INFO: Item Not Converted | None | None | None | PDG23M0150E | United States | ip None | None
2024-04-03 23:02:07 INFO: Item Not Converted | None | None | None | metasol | United States | ip None | None
2024-04-03 23:02:17 INFO: Item Not Converted | None | None | None | elcb | United States | ip None | None
2024-04-04 05:45:38 INFO: Item Not Converted | None | None | None | MS3108B-18-8P | United States | ip None | None
2024-04-04 08:19:03 INFO: Item Not Converted | None | None | None | NSX100F | Country Unknown | ip None | None
2024-04-04 08:20:51 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | NSX100H | Country Unknown | ip None | None
2024-04-04 09:47:49 INFO: Item Converted | UL | Schneider Electric | MCCB | NS1600N | United States | ip None | None
2024-04-04 10:12:48 INFO: Item Not Converted | None | None | None | Mc-q100a | Colombia | ip None | None
2024-04-04 10:25:18 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | NSX100H | Country Unknown | ip None | None
2024-04-04 10:56:21 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | NSX100H | Country Unknown | ip None | None
2024-04-04 11:21:36 INFO: Item Not Converted | None | None | None | lklk | Country Unknown | ip None | None
2024-04-04 11:21:41 INFO: Item Not Converted | None | None | None | lklk | Country Unknown | ip None | None
2024-04-04 11:21:56 INFO: Item Not Converted | None | None | None | lklk | Country Unknown | ip None | None
2024-04-04 13:33:52 INFO: Item Converted | UL | Schneider Electric | MCCB | NS1600N | United States | ip None | None
2024-04-04 13:34:02 INFO: Item Not Converted | None | None | None | DDD | Country Unknown | ip None | None
2024-04-04 13:47:08 INFO: Item Converted | UL | Schneider Electric | MCCB | NS1600N | United States | ip None | None
2024-04-04 16:06:13 INFO: Item Converted | UL | ABB | MCCB | hmi | South Korea | ip None | None
2024-04-04 17:45:56 INFO: Item Not Converted | None | None | None | ddd | Country Unknown | ip None | None
2024-04-04 17:49:25 INFO: Item Not Converted | None | None | None | ddd | Country Unknown | ip None | None
2024-04-04 20:23:08 INFO: Item Not Converted | None | None | None | 23342 | Spain | ip None | None
2024-04-04 20:23:23 INFO: Item Converted | UL | Schneider Electric | MCB | M9R31240 | Spain | ip None | None
2024-04-04 20:23:58 INFO: Item Converted | UL | Schneider Electric | MCB | M9R31240 | Spain | ip None | None
2024-04-04 20:26:18 INFO: Item Not Converted | None | None | None | A9R61425 | Spain | ip None | None
2024-04-04 22:56:07 INFO: Item Not Converted | None | None | None | kt9-ht | United States | ip None | None
2024-04-04 22:56:45 INFO: Item Not Converted | None | None | None | kt9 | United States | ip None | None
2024-04-04 23:09:37 INFO: Item Not Converted | None | None | None | KTA9 | United States | ip None | None
2024-04-04 23:10:00 INFO: Item Not Converted | None | None | None | KTA9 | United States | ip None | None
2024-04-04 23:33:44 INFO: Item Not Converted | None | None | None | meh-32r | United States | ip None | None
2024-04-04 23:44:26 INFO: Item Converted | UL | Schneider Electric | MCCB | BGL36100 | United States | ip None | None
2024-04-04 23:44:41 INFO: Item Not Converted | None | None | None | BGJ36100 | United States | ip None | None
2024-04-04 23:56:48 INFO: Item Not Converted | None | None | None |  ACB 4P 2500A 65kA Type Fixed Elect.Trip. 2.0A | Indonesia | ip None | None
2024-04-04 23:59:48 INFO: Item Not Converted | None | None | None | MTZ1 16 HA | Switzerland | ip None | None
2024-04-05 02:51:31 INFO: Item Not Converted | None | None | None | MS3108B-18-8P | United States | ip None | None
2024-04-05 02:51:43 INFO: Item Not Converted | None | None | None | RLW-004603 | United States | ip None | None
2024-04-05 03:39:45 INFO: Item Not Converted | None | None | None | 100-C16EJ10 | United States | ip None | None
2024-04-05 03:46:12 INFO: Item Not Converted | None | None | None | MTZ1 | Switzerland | ip None | None
2024-04-05 04:42:11 INFO: Item Converted | UL | Schneider Electric | MCCB | LJA36600U31X | United States | ip None | None
2024-04-05 04:43:09 INFO: Item Converted | UL | Schneider Electric | MCCB | LJA36600U31X | United States | ip None | None
2024-04-05 04:54:11 INFO: Item Not Converted | None | None | None | GV6pb600s | United States | ip None | None
2024-04-05 06:04:41 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | 12 | Ukraine | ip None | None
2024-04-05 06:06:40 INFO: Item Not Converted | None | None | None | EATON | United States | ip None | None
2024-04-05 06:06:40 INFO: Item Not Converted | None | None | None | EATON | United States | ip None | None
2024-04-05 08:58:13 INFO: Item Not Converted | None | None | None | 3wl | Country Unknown | ip None | None
2024-04-05 09:19:49 INFO: Item Not Converted | None | None | None | ��׵������ | Japan | ip None | None
2024-04-05 10:13:32 INFO: Item Not Converted | None | None | None | NZMN1-A20-NA | South Korea | ip None | None
2024-04-05 10:14:58 INFO: Item Not Converted | None | None | None | LC1D8M7 | South Korea | ip None | None
2024-04-05 10:15:33 INFO: Item Not Converted | None | None | None | LC1D8M7 | South Korea | ip None | None
2024-04-05 10:15:53 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D18M7 | South Korea | ip None | None
2024-04-05 11:03:46 INFO: Item Not Converted | None | None | None | 29270102UL | Country Unknown | ip None | None
2024-04-05 11:06:33 INFO: Item Not Converted | None | None | None | NZMN1-A20-NA | South Korea | ip None | None
2024-04-05 11:07:42 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D18M7 | South Korea | ip None | None
2024-04-05 11:08:03 INFO: Item Not Converted | None | None | None | NZMN1-A20-NA | South Korea | ip None | None
2024-04-05 11:17:06 INFO: Item Not Converted | None | None | None | NF30-NF | South Korea | ip None | None
2024-04-05 11:17:22 INFO: Item Not Converted | None | None | None | NF30-FA | South Korea | ip None | None
2024-04-05 13:05:37 INFO: Item Not Converted | None | None | None | 29270102UL | Country Unknown | ip None | None
2024-04-05 13:06:37 INFO: Item Not Converted | None | None | None | �ңͣ� | Japan | ip None | None
2024-04-05 13:23:15 INFO: Item Not Converted | IEC/UL | ABB | Mag S/W | aa | Country Unknown | ip None | None
2024-04-05 13:26:50 INFO: Item Not Converted | IEC/UL | ABB | Mag S/W | aa | Country Unknown | ip None | None
2024-04-05 13:27:34 INFO: Item Not Converted | IEC/UL | ABB | Mag S/W | aa | Country Unknown | ip None | None
2024-04-05 13:27:43 INFO: Item Not Converted | IEC/UL | ABB | Mag S/W | aa | Country Unknown | ip None | None
2024-04-05 13:27:44 INFO: Item Not Converted | IEC/UL | ABB | Mag S/W | aa | Country Unknown | ip None | None
2024-04-05 13:27:44 INFO: Item Not Converted | IEC/UL | ABB | Mag S/W | aa | Country Unknown | ip None | None
2024-04-05 13:27:44 INFO: Item Not Converted | IEC/UL | ABB | Mag S/W | aa | Country Unknown | ip None | None
2024-04-05 13:29:18 INFO: Item Not Converted | IEC/UL | ABB | Mag S/W | aa | Country Unknown | ip None | None
2024-04-05 13:31:11 INFO: Item Not Converted | IEC/UL | ABB | Mag S/W | aa | Country Unknown | ip None | None
2024-04-05 13:31:11 INFO: Item Not Converted | IEC/UL | ABB | Mag S/W | aa | Country Unknown | ip None | None
2024-04-05 13:31:11 INFO: Item Not Converted | IEC/UL | ABB | Mag S/W | aa | Country Unknown | ip None | None
2024-04-05 13:31:12 INFO: Item Not Converted | IEC/UL | ABB | Mag S/W | aa | Country Unknown | ip None | None
2024-04-05 13:33:36 INFO: Item Not Converted | IEC/UL | ABB | Mag S/W | aa | Country Unknown | ip None | None
2024-04-05 13:33:37 INFO: Item Not Converted | IEC/UL | ABB | Mag S/W | aa | Country Unknown | ip None | None
2024-04-05 13:33:37 INFO: Item Not Converted | IEC/UL | ABB | Mag S/W | aa | Country Unknown | ip None | None
2024-04-05 13:34:45 INFO: Item Not Converted | IEC/UL | ABB | Mag S/W | aa | Country Unknown | ip None | None
2024-04-05 13:34:45 INFO: Item Not Converted | IEC/UL | ABB | Mag S/W | aa | Country Unknown | ip None | None
2024-04-05 13:34:45 INFO: Item Not Converted | IEC/UL | ABB | Mag S/W | aa | Country Unknown | ip None | None
2024-04-05 13:36:36 INFO: Item Not Converted | None | None | None | dsD | Country Unknown | ip None | None
2024-04-05 15:16:44 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | acb | Country Unknown | ip None | None
2024-04-05 15:17:03 INFO: Item Not Converted | None | None | None | air circuit braker | Country Unknown | ip None | None
2024-04-05 15:17:07 INFO: Item Not Converted | None | None | None | air circuit breaker | Country Unknown | ip None | None
2024-04-05 15:29:04 INFO: Item Not Converted | None | None | None | mc-9b | South Korea | ip None | None
2024-04-05 15:41:39 INFO: Item Converted | UL | Schneider Electric | MCB | C60H DC | Country Unknown | ip None | None
2024-04-05 15:42:12 INFO: Item Not Converted | None | None | None | C60H DC- 2P- 2A | Country Unknown | ip None | None
2024-04-05 15:42:21 INFO: Item Not Converted | None | None | None | C60H DC 2P 2A | Country Unknown | ip None | None
2024-04-05 15:42:26 INFO: Item Converted | UL | Schneider Electric | MCB | C60H DC | Country Unknown | ip None | None
2024-04-05 15:46:58 INFO: Item Not Converted | None | None | None | iC60N | Country Unknown | ip None | None
2024-04-05 15:53:15 INFO: Item Not Converted | None | None | None | Acti9 | Country Unknown | ip None | None
2024-04-05 15:53:35 INFO: Item Not Converted | None | None | None | Acti9 A9N | Country Unknown | ip None | None
2024-04-05 16:01:32 INFO: Item Not Converted | None | None | None | watthour meter | United Arab Emirates | ip None | None
2024-04-05 18:42:32 INFO: Item Not Converted | None | None | None | P01040130813443ADV01 | Philippines | ip None | None
2024-04-05 19:12:56 INFO: Item Not Converted | None | None | None | ABL804A | Spain | ip None | None
2024-04-05 19:13:00 INFO: Item Not Converted | None | None | None | ABL804A | Spain | ip None | None
2024-04-05 19:18:20 INFO: Item Converted | IEC | Schneider Electric | MCCB | C25H32D250 | Spain | ip None | None
2024-04-05 19:18:51 INFO: Item Converted | IEC | Schneider Electric | MCCB | C25H32D250 | Spain | ip None | None
2024-04-05 23:45:37 INFO: Item Not Converted | None | None | None | 1102061-2 | United States | ip None | None
2024-04-05 23:56:16 INFO: Item Converted | UL | Schneider Electric | MCB | M9U21216 | Spain | ip None | None
2024-04-06 00:20:55 INFO: Item Not Converted | None | None | None | lsis1083 | United States | ip None | None
2024-04-06 00:21:16 INFO: Item Not Converted | None | None | None | RC-9A-56AC120 | United States | ip None | None
2024-04-06 00:21:20 INFO: Item Not Converted | None | None | None | RC-9A-56AC120 | United States | ip None | None
2024-04-06 00:21:31 INFO: Item Not Converted | None | None | None | RC-9A | United States | ip None | None
2024-04-06 01:02:54 INFO: Item Not Converted | None | None | None | MC-9B/P0104077013977FOKD01 | United States | ip None | None
2024-04-06 01:03:03 INFO: Item Not Converted | None | None | None | MC-9B | United States | ip None | None
2024-04-06 02:23:51 INFO: Item Not Converted | None | None | None | rmsp | United States | ip None | None
2024-04-06 02:34:48 INFO: Item Not Converted | None | None | None | RC-18A | United States | ip None | None
2024-04-06 09:14:52 INFO: Item Not Converted | None | None | None | NZMN1-A20-NA | South Korea | ip None | None
2024-04-06 11:48:34 INFO: Item Not Converted | None | None | None | ELCB | Vietnam | ip None | None
2024-04-07 01:39:59 INFO: Item Converted | IEC | Schneider Electric | MCB | plc | South Korea | ip None | None
2024-04-07 02:16:58 INFO: Item Not Converted | None | None | None | GMD | United States | ip None | None
2024-04-07 02:17:05 INFO: Item Not Converted | None | None | None | GMD | United States | ip None | None
2024-04-07 18:19:41 INFO: Item Not Converted | None | None | None | DDD | South Korea | ip None | None
2024-04-08 08:50:51 INFO: Item Converted | UL | Schneider Electric | MCCB | HJA36100U33X | Country Unknown | ip None | None
2024-04-08 09:09:31 INFO: Item Converted | UL | Schneider Electric | MCCB | BGL36030 | Country Unknown | ip None | None
2024-04-08 09:15:56 INFO: Item Not Converted | None | None | None | 25100 | South Korea | ip None | None
2024-04-08 13:15:44 INFO: Item Converted | IEC | Schneider Electric | MCCB | LV525342 | Country Unknown | ip None | None
2024-04-08 13:15:52 INFO: Item Converted | UL | Schneider Electric | ACB | NW40H1 | Country Unknown | ip None | None
2024-04-08 13:16:03 INFO: Item Converted | IEC | Schneider Electric | MCB | A9F84202 | Country Unknown | ip None | None
2024-04-08 15:28:22 INFO: Item Not Converted | None | None | None | bkj63nd | Poland | ip None | None
2024-04-08 16:23:14 INFO: Item Not Converted | None | None | None | 3RV2011 | Country Unknown | ip None | None
2024-04-08 16:23:38 INFO: Item Not Converted | None | None | None | MMS | Country Unknown | ip None | None
2024-04-08 18:25:06 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | ACB | Serbia | ip None | None
2024-04-08 18:25:35 INFO: Item Converted | IEC/UL | ABB | Mag S/W | MT | Serbia | ip None | None
2024-04-08 18:25:46 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | NSX | Serbia | ip None | None
2024-04-08 22:48:05 INFO: Item Not Converted | None | None | None | ur-02 | United States | ip None | None
2024-04-08 22:56:36 INFO: Item Converted | IEC | ABB | MCB | 2CDS251001R0135 | South Korea | ip None | None
2024-04-08 23:03:34 INFO: Item Converted | IEC | Schneider Electric | MCB | A9F75232 | South Korea | ip None | None
2024-04-08 23:05:25 INFO: Item Converted | IEC | Schneider Electric | MCB | A9F75432 | South Korea | ip None | None
2024-04-08 23:06:46 INFO: Item Not Converted | None | None | None | A9F79206 | South Korea | ip None | None
2024-04-08 23:08:09 INFO: Item Not Converted | None | None | None | A9F79216 | South Korea | ip None | None
2024-04-08 23:08:47 INFO: Item Not Converted | None | None | None | A9F79220 | South Korea | ip None | None
2024-04-08 23:09:34 INFO: Item Not Converted | None | None | None | A9F79225 | South Korea | ip None | None
2024-04-08 23:10:20 INFO: Item Not Converted | None | None | None | A9F79420 | South Korea | ip None | None
2024-04-08 23:11:14 INFO: Item Not Converted | None | None | None | A9F79425 | South Korea | ip None | None
2024-04-08 23:13:07 INFO: Item Converted | IEC | Schneider Electric | MCB | A9L16292 | South Korea | ip None | None
2024-04-08 23:14:18 INFO: Item Converted | IEC | Schneider Electric | MCB | A9R16425 | South Korea | ip None | None
2024-04-08 23:18:19 INFO: Item Not Converted | None | None | None | A9R60225 | South Korea | ip None | None
2024-04-08 23:19:06 INFO: Item Not Converted | None | None | None | A9R60240 | South Korea | ip None | None
2024-04-08 23:20:02 INFO: Item Not Converted | None | None | None | A9R61225 | South Korea | ip None | None
2024-04-08 23:20:36 INFO: Item Not Converted | None | None | None | A9R84225 | South Korea | ip None | None
2024-04-08 23:21:36 INFO: Item Not Converted | None | None | None | A9R84240 | South Korea | ip None | None
2024-04-08 23:28:32 INFO: Item Not Converted | None | None | None | E4.2V-A | United States | ip None | None
2024-04-08 23:35:31 INFO: Item Converted | UL | SIEMENS | MCB | 5SY4440-8 | Spain | ip None | None
2024-04-09 03:16:48 INFO: Item Converted | UL | Schneider Electric | MCCB | BDL46015 | United States | ip None | None
2024-04-09 03:22:15 INFO: Item Converted | UL | Schneider Electric | MCCB | HDL26015 | United States | ip None | None
2024-04-09 03:30:38 INFO: Item Converted | UL | Schneider Electric | MCCB | HDL26015 | United States | ip None | None
2024-04-09 03:36:51 INFO: Item Converted | UL | EATON | MCCB | FD3100 | United States | ip None | None
2024-04-09 03:39:04 INFO: Item Converted | UL | EATON | MCCB | FD3100 | United States | ip None | None
2024-04-09 04:50:32 INFO: Item Not Converted | None | None | None | 100-C09EJ10 | United States | ip None | None
2024-04-09 05:41:51 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | lc1d18g7 | United States | ip None | None
2024-04-09 05:41:52 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | lc1d18g7 | United States | ip None | None
